Company name,Email,E-Mail-Typ,Phone,URL 1,Address,Stadt,Bundesland
Harmonie Ambulante- und Tagespflege GmbH,abrechnungen@harmonie-ulm.de,Persönlich,0731 7290150,,"Haslacher Weg 75 - 77, 89075 Ulm",Ulm,Baden-Württemberg
Harmonie BBK 24 GmbH   Ambulanter Pflegedienst,,,0721 66530380,,"Am Sandfeld 23, 76149 Karlsruhe",Karlsruhe,Baden-Württemberg
Harmonie Bochum GmbH,info@altenpflege-harmonie.de,Sammelpostfach,0234 5882227,http://www.altenpflege-harmonie.de,"Friederikastr. 138, 44789 Bochum",Bochum,Nordrhein-Westfalen
Harmonie Care GmbH Ambulanter Pflegedienst,,,,,"Großentafter Str. 10 a , 36169 Rasdorf",Rasdorf,Hessen
HARMONIE PLUS GmbH   Ambulanter Pflegedienst,,,07171 8741786,,"Falkenbergstr. 8, 73525 Schwäbisch Gmünd",Schwäbisch Gmünd,Baden-Württemberg
Harmony GmbH Amb. Intensivkrankenpflege,,,,,"eisenbahnstr. 119, 63303 Dreieich",Dreieich,Hessen
Harms Anna-Maria Pflegedienst Reaktiv,,,06561 9487280,,"Spielstr. 7, 54597 Burbach",Burbach,Rheinland-Pfalz
Hartl Bettina Häuslicher Pflegedienst,,,,,"Römerstr. 7, 65594 Runkel",Runkel,Hessen
Hartmann Care GmbH Schöner Leben  Ambulante Pflege,,,,,"Krozinger Str. 7, 79114 Freiburg",Freiburg,Baden-Württemberg
"Hartmann Dietmar Pflegedienst ""Arche Noah """,,,06831 7695970,,"Walter-von-Rathenau-Str. 3 b , 66806 Ensdorf",Ensdorf,Saarland
Harzer Pflegeteam - Ambulanter Pflegedienst,,,05321 6893210,http://www.harzer-pflegeteam.de,"Mittelkamp 1f, 38642 Goslar",Goslar,Niedersachsen
Haupt Manuel Ambulanter Pflegedienst,,,02773 8347097,,"Waldstr. 17, 35708 Haiger",Haiger,Hessen
Haus am Hirtenbach mobil GmbH,info@hirtenbach-mobil.de,Sammelpostfach,0511 87813988,,"Kolberger Straße 12, 30952 Ronnenberg",Ronnenberg,Niedersachsen
Haus am Römerkanal Altenhilfezentrum der Diakonie,heimleitung@haus-am-roemerkanal.de,Persönlich,02226 16990,,"Römerkanal 11, 53359 Rheinbach",Rheinbach,Nordrhein-Westfalen
Haus am Weinberg   Mobiler Dienst,,,0711 61926321,,"Augsburger Str. 555, 70329 Stuttgart",Stuttgart,Baden-Württemberg
Haus am Zingel,info@haus-am-zingel.de,Sammelpostfach,04921 95250,http://www.haus-am-zingel.de,"Am Zingel 2, 26725 Emden",Emden,Niedersachsen
Haus Berge Mobil,,,,,"Haus-Berge-Straße 231e, 45356 Essen",Essen,Nordrhein-Westfalen
Haus Billtal - Ambulanter Pflegedienst,billtal@wichern-reinbek.de,Persönlich,04104 97610,http://www.billtal.de,"Billtal 10, 21521 Wohltorf",Wohltorf,Schleswig-Holstein
Haus der Begegnung Ambulanter Pflegedienst,haus-der-begegnung@gmx.de,Persönlich,04251 9834896,,"Blankenseestraße 1, 27333 Bücken",Bücken,Niedersachsen
Haus der Pflege Sonnenblume GmbH,,,07427 9477237,,"Marktplatz 6, 72355 Schömberg",Schömberg,Baden-Württemberg
Haus der Pflege Sonnenblume GmbH  Ambulanter Pflegedienst,,,07433 9075922,,"Mozartstr. 35/1, 72336 Balingen",Balingen,Baden-Württemberg
Haus der Senioren Gundelfingen gGmbH Ambulanter Pflegedienst,Markus.Moll@Spital-HausderSenioren.de,Persönlich,09073 9980,http://www.hausdersenioren.de,"Sitzenbergerstraße 4 , 89423 Gundelfingen a.d.Donau",Gundelfingen a.d.Donau,Bayern
Haus des Lebens Ambulanter Pflegedienst,manuelaroscher@hausdeslebens.info,Persönlich,089 18920623,http://www.haus-des-lebens.com,"Lisbergstraße 14 , 81249 München",München,Bayern
Haus des Lebens GmbH,hausdeslebensgmbH@gmail.com,Persönlich,0341 94693909,,"Schmidt-Rühl-Straße 23, 04347 Leipzig",Leipzig,Sachsen
Haus Edelberg ambulante Pflegedienste GmbH Ambulante Pflege Kernen und Ludwigsburg,,,07141 568430,,"Schloßgut Harteneck 3, 71640 Ludwigsburg",Ludwigsburg,Baden-Württemberg
Haus Elisabeth Caritas Dillenburg gGmbH Ambulanter Pflegedienst,,,02771 898169,,"Rolfesstr. 40, 35683 Dillenburg",Dillenburg,Hessen
Hausengel,muenchen@hausengel.de,Persönlich,089 81897350,https://www.hausengel.de,"Eversbuschstraße 194c , 80999 München",München,Bayern
Hausengel GmbH (Marburg),,,06424 924613,,"Marburger Str. 9 a , 35043 Marburg",Marburg,Hessen
Hausengel GmbH (Düsseldorf),duesseldorf@hausengel-pflegedienst.de,Persönlich,0211 4544400,,"An St. Swidbert 6, 40489 Düsseldorf",Düsseldorf,Nordrhein-Westfalen
Haus Golten gGmbH,m.betting@haus-golten.de,Persönlich,02831 136222,,"Haus Golten 1, 47608 Geldern",Geldern,Nordrhein-Westfalen
Haus Kapellengarten,info@kapellengarten.de,Sammelpostfach,08370 92020,http://www.kapellengarten.de,"Rohrachstr. 29 , 87487 Wiggensbach",Wiggensbach,Bayern
Hauskrankenpflege Abendstern,hauskrankenpflege-abendstern@web.de,Persönlich,030 6492510,http://www.abendstern-gbr.de,"Stockholmer Straße 68, 15566 Schöneiche",Schöneiche,Brandenburg
"Hauskrankenpflege ""Am Mühlenfließ"" GmbH",hkp-am-muehlenfliess@t-online.de,Persönlich,03341 445844,,"Fließstraße 6, 15345 Eggersdorf",Eggersdorf,Brandenburg
"Hauskrankenpflege ""Am Yorckcenter""",info@hkp-am-yorckcenter.de,Sammelpostfach,0371 2831075,,"Fürstenstraße 141, 09130 Chemnitz",Chemnitz,Sachsen
Hauskrankenpflege Andrea Hugo,info@andrea-hugo.de,Sammelpostfach,0421 689442,,"Lehmhorster Straße 37, 28779 Bremen",Bremen,Bremen
Hauskrankenpflege Angelstein GmbH,hauskrankenpflege-angelstein@web.de,Persönlich,0345 61389565,,"Rochlitzer Str. 1 a, 06116 Halle",Halle,Sachsen-Anhalt
Hauskrankenpflege Anita Ewald,info@hkp-ewald.de,Sammelpostfach,033205 44218,http://www.hkp-ewald.de,"Büdnergasse 2, 14552 Michendorf",Michendorf,Brandenburg
Hauskrankenpflege Anke Reuter GmbH,Reuter-Pflege@GMX.de,Persönlich,0491 71163,,"An der Kleinbahn 16, 26789 Leer",Leer,Niedersachsen
Hauskrankenpflege Annette Huth,info@hauskrankenpflege-annette-huth.de,Sammelpostfach,030 85409644,http://www.hauskrankenpflege-annette-huth.de,"Bundesplatz 2, 10715 Berlin",Berlin,Berlin
Hauskrankenpflege Aurich GmbH,info@hauskrankenpflege-aurich.de,Sammelpostfach,036602 92344,,"Markt 8, 07580 Ronneburg",Ronneburg,Thüringen
Hauskrankenpflege Barbara Hegedüs,hauskrankenpflege-hegedues@gmx.de,Persönlich,0341 26332082,,"Titaniaweg 9, 04205 Leipzig",Leipzig,Sachsen
Hauskrankenpflege Barbara Pluntke,info@hauskrankenpflege-mahlow.de,Sammelpostfach,03379 313567,,"Am Lückefeld 85, 15831 Mahlow",Mahlow,Brandenburg
Hauskrankenpflege Bauer GmbH,info@bauer-hauskrankenpflege.de,Sammelpostfach,089 4801712,http://www.bauer-hauskrankenpflege.de,"Auenstr. 78, Rgb , 80469 München",München,Bayern
Hauskrankenpflege Baumgart GmbH,hauskrankenpflege_baumgart@web.de,Persönlich,038228 235,https://www.baumgart-pflege.de/,"Schwarzer Weg 1 g, 18334 Dettmannsdorf",Dettmannsdorf,Mecklenburg-Vorpommern
Hauskrankenpflege Behrens,hauskrankenpflege@live.de,Persönlich,09287 9199705,http://www.hauskrankenpflege-selb.de,"Bei der Linde 40 , 95100 Selb",Selb,Bayern
Hauskrankenpflege Berlin Mitte HS GmbH,post@hkp-berlin-mitte.de,Sammelpostfach,030 39104564,http://www.hkp-berlin-mitte.de,"Finowstr. 25, 10247 Berlin",Berlin,Berlin
Hauskrankenpflege Bernd Leiendecker GmbH,info@hkp-leiendecker.de,Sammelpostfach,0221 29201819,,"Möhlstr. 18, 51069 Köln",Köln,Nordrhein-Westfalen
Hauskrankenpflege Birger Tonn,birger.tonn@t-online.de,Persönlich,02261 979219,,"Kölnerstr. 311, 51645 Gummersbach",Gummersbach,Nordrhein-Westfalen
Hauskrankenpflege Birgit Meyer,info@hauskrankenpflege-birgitmeyer.de,Sammelpostfach,08336 813636,http://www.hauskrankenpflege-birgitmeyer.de,"Ottobeurerstr. 4 , 87776 Sontheim",Sontheim,Bayern
Hauskrankenpflege Bockholt/Bockholt-Ahme GbR Inh. Anke Bockholt-Ahme,info@pflegedienst-sanitz.de,Sammelpostfach,038209 87687,http://www.pflegedienst-sanitz.de,"Rostocker Straße 6 f, 18190 Sanitz",Sanitz,Mecklenburg-Vorpommern
"Hauskrankenpflege Börde
Inh. Anke Dubbe",info@hkp-niederndodeleben.de,Sammelpostfach,039204 64094,,"Am Stadtberg 2, 39167 Niederndodeleben",Niederndodeleben,Sachsen-Anhalt
Hauskrankenpflege Brabandt GmbH (Chemnitz),kontakt@pflegedienst-brabandt.de,Sammelpostfach,0371 381100,,"Straße der Nationen 110, 09111 Chemnitz",Chemnitz,Sachsen
Hauskrankenpflege Brabandt GmbH (Chemnitz) #2,office@pflegedienst-brabandt.de,Sammelpostfach,0371 3559990,,"Heinrich-Schütz-Straße 18, 09130 Chemnitz",Chemnitz,Sachsen
Hauskrankenpflege Brabandt GmbH (Limbach-Oberfrohna),office@pflege-brabandt.de,Sammelpostfach,03722 8900909,,"Chemnitzer Straße 19, 09212 Limbach-Oberfrohna",Limbach-Oberfrohna,Sachsen
Hauskrankenpflege Brieselang Champion GmbH,hauskrankenpflege-champion@gmx.de,Persönlich,033232 189795,http://www.hauskrankenpflege-brieselang.de,"Forstweg 6 b, 14656 Brieselang",Brieselang,Brandenburg
Hauskrankenpflege Christa Kirchhoff,info@hauskrankenpflege-christa-kirchhoff.de,Sammelpostfach,03301 526691,http://www.hauskrankenpflege-christa-kirchhoff.de,"Heidelberger Str. 19, 16515 Oranienburg",Oranienburg,Brandenburg
"Hauskrankenpflege
Christiana GmbH",info@hauskrankenpflege-christiana.de,Sammelpostfach,0391 6099471,,"Kroatenweg 70, 39116 Magdeburg",Magdeburg,Sachsen-Anhalt
Hauskrankenpflege Christine  König GmbH,Koenig_gmbH@t-online.de,Persönlich,03741 227711,,"Syra Straße 2, 08523 Plauen",Plauen,Sachsen
Hauskrankenpflege Cordula Hofmann,hauskrankenpflege-hofmann@t-online.de,Persönlich,03733 64307,,"Hans-Sachs-Straße 10, 09456 Annaberg-Buchholz",Annaberg-Buchholz,Sachsen
Hauskrankenpflege Corina Romanek,corina-romanek@web.de,Persönlich,035828 72311,,"Löbauer Straße 25, 02894 Reichenbach",Reichenbach,Sachsen
Hauskrankenpflege Daheim Inh. Yvonne Mante,yvonne-lindhorst@t-online.de,Persönlich,039831 22346,,"Fürstenberger Straße 14, 17258 Feldberger Seenlandschaft",Feldberger Seenlandschaft,Mecklenburg-Vorpommern
Hauskrankenpflege Damaris Birne,info@hkp-birne.de,Sammelpostfach,0355 4302298,http://www.hkp-birne.de,"Gallinchener Hauptstr. 60, 03051 Cottbus",Cottbus,Brandenburg
Hauskrankenpflege Danker GmbH,info@hauskrankenpflege-danker.de,Sammelpostfach,030 8532721,http://www.hauskrankenpflege-danker.de,"Hildegardstr. 26, 10715 Berlin",Berlin,Berlin
Hauskrankenpflege DeFalia,info@defalia.de,Sammelpostfach,03322 127000,http://www.defalia.de,"Berliner Str. 43, 14612 Falkensee",Falkensee,Brandenburg
Hauskrankenpflege - Diana Genscher,diana.genscher@t-online.de,Persönlich,034327 54494,,"Bahnhofstraße 84, 04736 Waldheim",Waldheim,Thüringen
Hauskrankenpflege Diana Schulz,hauskrankenpflege.DianaSchulz@gmx.de,Persönlich,038295 70373,http://www.pflege-satow.de,"Büdnerreihe 1, 18239 Satow",Satow,Mecklenburg-Vorpommern
Hauskrankenpflegedienst Anne GmbH & Co KG,,,02743 4359,,"Saynische Str. 17, 57567 Daaden",Daaden,Nordrhein-Westfalen
Hauskrankenpflegedienst Behrens,Clemens.G.Krohn@gmx.net,Persönlich,05841 4550,,"Kirchstraße 3, 29439 Lüchow",Lüchow,Niedersachsen
Haus-Krankenpflege-Dienst Claudia Pappe e.K.,ambulante.pflege@hkp-pappe.de,Persönlich,03635 403359,,"Mühlgasse 1, 99625 Kölleda",Kölleda,Thüringen
Hauskrankenpflegedienst in Wagenfeld & Ströhen,Hauskrankenpflege.WI@web.de,Persönlich,05444 980678,http://www.pflegedienst-wagenfeld.de,"Sonnenstraße 15, 49419 Wagenfeld",Wagenfeld,Niedersachsen
Hauskrankenpflege Dietmar Depner GmbH,verwaltung@pflege-depner.de,Sammelpostfach,030 403682250,https://www.pflege-depner.de,"Bundesallee 39-40a, 10717 Berlin",Berlin,Berlin
"Hauskrankenpflege DORI
Sabine Gabler",,,039452 48640,,"Harzburger Str. 24, 38871 Ilsenburg",Ilsenburg,Sachsen-Anhalt
Hauskrankenpflege Doris Hoffie GbR,HKP@schwester-doris.info,Persönlich,033208 50213,http://www.schwester-doris.info,"Satzkorner Bergstr. 2, 14476 Potsdam",Potsdam,Brandenburg
Hauskrankenpflege Dorit Huth,info@hauskrankenpflege-huth.de,Sammelpostfach,03421 7783834,,"Eilenburger Straße 77, 04860 Torgau",Torgau,Thüringen
Hauskrankenpflege Dorothee Bünte,info@pflege-buente.de,Sammelpostfach,04941 969699,http://www.pflege-buente.de,"Harlestraße 9, 26605 Aurich",Aurich,Niedersachsen
Hauskrankenpflege Dost Inhaberin Derya Nur Kahriman,info@hauskrankenpflegedost.de,Sammelpostfach,030 42088404,,"Heerstr. 2, 14052 Berlin",Berlin,Berlin
Hauskrankenpflege Eckardt,hauskrankenpflege.neustadt@t-online.de,Persönlich,036481 51290,,"Marktstraße 13 - 15, 07806 Neustadt an der Orla",Neustadt an der Orla,Thüringen
Hauskrankenpflege Eckert GmbH,service@hkp-eckert.de,Sammelpostfach,03382 703588,http://www.hkp-eckert.de,"Dorfstr. 2 a, 14797 Kloster Lehnin",Kloster Lehnin,Brandenburg
Hauskrankenpflege Eckhard Behrens GmbH Inhaberin: Sylvia Kremer,info@pflegedienst-behrens.de,Sammelpostfach,038231 83128,https://www.hauskrankenpflege-behrens-barth.de,"Am Mastweg 17 a, 18356 Barth",Barth,Mecklenburg-Vorpommern
Hauskrankenpflege Edine Mayer Inhaber Sven Mayer,mayer.luckenwalde@gmail.com,Persönlich,03371 612892,,"Heinrich-Zille-Str. 45, 14943 Luckenwalde",Luckenwalde,Brandenburg
Hauskrankenpflege Eichler und Kroner,,,030 439739999,,"Lauchstädter Weg 23, 12355 Berlin",Berlin,Berlin
"Hauskrankenpflege Erika Thyrolf, Inh. Gert Reitz GmbH",info@hkp-thyrolf.de,Sammelpostfach,035365 388763,http://www.hkp-thyrolf.de,"Gartenstraße 22, 04895 Falkenberg",Falkenberg,Thüringen
Hauskrankenpflege Eventus GmbH,info@hkp-eventus.de,Sammelpostfach,030 93496255,http://www.hkp-eventus.de,"Elsterwerdaer Platz 1, 12683 Berlin",Berlin,Berlin
Hauskrankenpflege Fischer GmbH,mail@hauskrankenpflege-fischer.de,Sammelpostfach,034204 14030,,"Ernst-Tenner-Straße 9, 04435 Schkeuditz",Schkeuditz,Sachsen
"Hauskrankenpflege ""Flora"" Inh.  Anja Steffal",hkp-flora@online.de,Persönlich,03581 750253,,"Käthe-Kollwitz-Straße 22, 02827 Görlitz",Görlitz,Sachsen
Hauskrankenpflege Friebe,hauskrankenpflege-friebe@freenet.de,Persönlich,03562 691504,http://www.hauskrankenpflege-friebe.de,"Neuendorfer Weg 12, 03149 Forst",Forst,Brandenburg
Hauskrankenpflege Geißler & Geißler,hauskrankenpflegegeissler@gmx.de,Persönlich,0351 2841366,,"Herzberger Straße 8, 01239 Dresden",Dresden,Sachsen
Hauskrankenpflege Gerda Kestel GmbH,info@hauskrankenpflege-kestel.de,Sammelpostfach,03721 32174,,"Meinersdorfer Straße 9, 09235 Burkhardtsdorf",Burkhardtsdorf,Sachsen
Hauskrankenpflege Gloger,info@gloger-pflege.de,Sammelpostfach,05172 12930,http://www.gloger-pflege.de,"Ilseder Hütte 10, 31241 Ilsede",Ilsede,Niedersachsen
Hauskrankenpflege GmbH Birte Wahl,pflege.wahl@web.de,Sammelpostfach,03725 80366,,"Alte Festwiese 1, 09405 Gornau",Gornau,Sachsen
Hauskrankenpflege Hanspach  Inhaberin: Petra Vietz,sekretariat@hkp-hanspach.de,Sammelpostfach,03571 601394,,"Albert-Schweitzer-Straße 9, 02977 Hoyerswerda",Hoyerswerda,Sachsen
Hauskrankenpflege Hardege Berlin Regional GmbH,info@br-hauskrankenpflege.de,Sammelpostfach,030 474971780,http://www.br-hauskrankenpflege.de,"Dietzgenstr. 107, 13158 Berlin",Berlin,Berlin
"Hauskrankenpflege, Hauspflege Theseus GbR Michael Koza & Anthony Penney",info@hauskrankenpflege-Theseus.de,Sammelpostfach,030 3713965,http://www.hauskrankenpflege-theseus.de,"Zeppelinstr. 4, 13583 Berlin",Berlin,Berlin
Hauskrankenpflege Heiderose Wank GmbH,dta-wank@gmx.de,Persönlich,0355 727719,http://www.hauskrankenpflege-wank.de,"Branitzer Dorfmitte 7, 03042 Cottbus",Cottbus,Brandenburg
Hauskrankenpflege Heike Dietze,h-dietze-hauskrankenpflege@t-online.de,Persönlich,035365 444561,,"Rothsteinslache 43, 04895 Falkenberg",Falkenberg,Thüringen
Hauskrankenpflege Heine Inh.: Monika Heine,HKPHeine@t-online.de,Persönlich,038224 44379,,"Marlower Straße 37 a, 18337 Marlow",Marlow,Mecklenburg-Vorpommern
Hauskrankenpflege Hellbrook,hauskrankenpflegehellbrook@web.de,Persönlich,040 5319808,,"Am Ohlmoorgraben 16, 22415 Hamburg",Hamburg,Hamburg
Hauskrankenpflege Hentschel GmbH,info@hauskrankenpflege-hentschel.de,Sammelpostfach,037200 80552,,"Obere Hauptstraße 41, 09228 Chemnitz",Chemnitz,Sachsen
Hauskrankenpflege Herbst GmbH,kathrinherbst@online.de,Persönlich,0355 6202540,,"Schweriner Str. 3, 03046 Cottbus",Cottbus,Brandenburg
Hauskrankenpflege Herzenssache GmbH,herzenssache.kroll@t-online.de,Persönlich,0335 52119943,http://www.hauskrankenpflege-herzenssache.de,"Bardelebenstr. 1, 15230 Frankfurt (Oder)",Frankfurt (Oder),Brandenburg
Hauskrankenpflege Hoepken UG & Co. KG,post@hkp-pflege.de,Sammelpostfach,0203 557711,,"Alleestr. 28, 47166 Duisburg",Duisburg,Nordrhein-Westfalen
"Hauskrankenpflege ""humaniter"" Petra Sielaff GmbH",humaniter@web.de,Persönlich,033971 53101,http://www.humaniter-kyritz.de,"Berliner Str. 43, 16866 Kyritz",Kyritz,Brandenburg
Hauskrankenpflege Human MV,info@hkh-human.de,Sammelpostfach,0385 20241229,http://www.hauskrankenpflege-schwerin.de,"Hamburger Allee 140a-e, 19063 Schwerin",Schwerin,Mecklenburg-Vorpommern
Hauskrankenpflege Ilka Schwan,pdilkaschwan@gmail.com,Persönlich,039889 508589,,"Wegguner Str. 7, 17268 Boitzenburger Land",Boitzenburger Land,Mecklenburg-Vorpommern
Hauskrankenpflege Illing GmbH,info@hauskrankenpflege-illing.de,Sammelpostfach,0355 52955840,https://www.hauskrankenpflege-illing.de,"Münzstr. 10, 03044 Cottbus",Cottbus,Brandenburg
Hauskrankenpflege im Gesundheitszentrum Teltow GmbH,info@hauskrankenpflege-teltow.de,Sammelpostfach,03328 335455,http://www.hauskrankenpflege-teltow.de,"Potsdamer Str. 7/9, 14513 Teltow",Teltow,Brandenburg
Hauskrankenpflege Ines Benner GmbH,,,035602 51929,,"Drebkauer Hauptstr. 29 a, 03116 Drebkau",Drebkau,Brandenburg
Hauskrankenpflege Ines Püttcher GmbH,info@inespuettcher-pflege.de,Sammelpostfach,030 5578493,http://www.inespuettcher-pflege.de,"Seddiner Str. 9, 10315 Berlin",Berlin,Berlin
Hauskrankenpflege Ingeborg Guckel GmbH,ingeborg@pflegedienst-guckel.de,Persönlich,04106 2900,,"Mittelweg 6, 25474 Hasloh",Hasloh,Schleswig-Holstein
Hauskrankenpflege Inh. Jacqueline Moldovan  ambulante Dienste,info@residenz-baeren.de,Sammelpostfach,07221 979210,,"Hauptstr. 36, 76534 Baden-Baden",Baden-Baden,Baden-Württemberg
Hauskrankenpflege Inis Keyser,HKP@keyseronline.de,Persönlich,039887 4988,http://www.keyseronline.de,"Suckower Str. 6, 17268 Flieth-Stegelitz",Flieth-Stegelitz,Mecklenburg-Vorpommern
Hauskrankenpflege Jung & Alt GmbH (Berlin),leonhardt@hkp-jung-und-alt.de,Persönlich,030 60530589,http://www.hkp-jung-und-alt.de,"Lieselotte-Berger-Str. 45, 12355 Berlin",Berlin,Berlin
Hauskrankenpflege Jung & Alt GmbH (Schönefeld),mail@hkp-jung-und-alt.de,Sammelpostfach,03379 209380,http://www.hkp-jung-und-alt.de,"Karl-Marx-Str. 131 b, 12529 Schönefeld",Schönefeld,Berlin
Hauskrankenpflege Kabelitz und Keller OHG,kim.wegener-hkp@outlook.de,Persönlich,01520 4602356,,"Gartenstr. 14a, 14793 Ziesar",Ziesar,Brandenburg
Hauskrankenpflege Karin Gehrmann GmbH,HauskrankenpflegeGehrmann@t-online.de,Persönlich,0355 533965,,"Eichengrund 5, 03051 Cottbus",Cottbus,Brandenburg
Hauskrankenpflege Kathrin Jürgens GmbH,info@pflege-schleiz.de,Sammelpostfach,03663 423534,,"Wisentaaue 13, 07907 Schleiz",Schleiz,Thüringen
Hauskrankenpflege Kathrin Lingk,a.heynatz@pflegeservice-lingk.de,Persönlich,0351 4415450,,"Fetscherstraße 22, 01307 Dresden",Dresden,Sachsen
Hauskrankenpflege Katrin Stolz,pflegedienststolz@gmail.com,Persönlich,04102 983757,,"Ahrensfelder Weg 5, 22927 Großhansdorf",Großhansdorf,Schleswig-Holstein
Hauskrankenpflege Kerstin Speidel,kerstin-speidel@t-online.de,Persönlich,034384 72022,,"Alte Ziegelei 3, 04668 Grimma",Grimma,Thüringen
"Hauskrankenpflege Kornet GmbH
Ambulanter Pflegedienst",,,034636 60397,,"Birkenweg 10, 06246 Bad Lauchstädt",Bad Lauchstädt,Sachsen-Anhalt
"Hauskrankenpflege, Kranken- und Seniorenpflegeservice Steffi Stein GmbH",andreas.stein@pflegedienst-stein.de,Persönlich,03723 412399,,"Bahnhofstraße 11, 09337 Hohenstein-Ernstthal",Hohenstein-Ernstthal,Sachsen
Hauskrankenpflege Krüger GmbH,Krueger@darecom.de,Persönlich,033703 68006,http://www.hauskrankenpflege-krueger.de,"Zossener Str. 96, 15838 Am Mellensee",Am Mellensee,Brandenburg
Hauskrankenpflege Kuschel & Guth,info@hauskrankenpflege-kuschelundguth.de,Sammelpostfach,03303 500394,http://www.hauskrankenpflege-kuschelundguth.de,"Birkenwerderstr. 8, 16562 Hohen Neuendorf",Hohen Neuendorf,Brandenburg
Hauskrankenpflege Lahn-Dill GmbH,,,06449 921837,,"Rathausstr. 17, 35764 Sinn",Sinn,Hessen
Hauskrankenpflege Langer + Franke GbR Beate Langer - Franke & Gerhard Franke,info@hkplf.de,Sammelpostfach,030 74004412,http://www.hkplf.de,"Prühßstr. 31, 12105 Berlin",Berlin,Berlin
"Hauskrankenpflege ""Lebensfluss"" GmbH",hauskrankenpflege-lebensfluss@web.de,Persönlich,0355 49386049,http://www.hauskrankenpflege-lebensfluss.de,"Heinrich-Zille-Str. 120, 03042 Cottbus",Cottbus,Brandenburg
"Hauskrankenpflege ""Lichtblick""",ines.neumann@hauskrankenpflege-lichtblick.de,Persönlich,03375 2684082,,"Wildbahn 140, 15745 Wildau",Wildau,Brandenburg
Hauskrankenpflege Löwenzahn GmbH,info@hauskrankenpflege-loewenzahn.de,Sammelpostfach,039971 379834,,"Teterower Straße 1, 17179 Gnoien",Gnoien,Mecklenburg-Vorpommern
Hauskrankenpflege Losch Anasheh Losch Ambulanter Pflegedienst,,,,,"Berliner Str. 8, 35080 Bad Endbach",Bad Endbach,Hessen
"Hauskrankenpflege ""MaRa"" Martin Radtke",info@pflegedienst-radtke.de,Sammelpostfach,03341 421515,,"Josef-Zettler-Ring 1, 15344 Strausberg",Strausberg,Brandenburg
Hauskrankenpflege Margit Klein,aregel@gmx.de,Persönlich,0361 598100,,"Meuselwitzer Straße 5, 99092 Erfurt",Erfurt,Thüringen
Hauskrankenpflege Matthias Herzog,die4herzogs@freenet.de,Persönlich,03322 205520,,"Leinestr. 38, 14612 Falkensee",Falkensee,Brandenburg
Hauskrankenpflege M. & E. Brendel Inh. Martin Brendel,brendel-kiekebusch@t-online.de,Persönlich,03375 9212120,,"Chausseestraße 28, 15711 Königs Wusterhausen",Königs Wusterhausen,Brandenburg
Hauskrankenpflege MEDICA,info@medica-hkp.de,Sammelpostfach,05322 5590710,,"Schmiedestraße 16, 38667 Bad Harzburg",Bad Harzburg,Niedersachsen
Hauskrankenpflege Meditas Susanne Meyer,pflege@hauskrankenpflege-meditas.de,Sammelpostfach,030 6255000,http://www.hauskrankenpflege-meditas.de,"Pannierstr. 42, 12047 Berlin",Berlin,Berlin
Hauskrankenpflege Melanie Haubold,melaniehaubold@googlemail.com,Persönlich,035342 72338,,"Dorfstr. 27, 04895 Burxdorf",Burxdorf,Thüringen
Hauskrankenpflege Mirjam Fuchs,info@pflegedienst-fuchs.de,Sammelpostfach,037344 132294,,"Schießbergblick 3, 09474 Crottendorf",Crottendorf,Sachsen
Hauskrankenpflege Mona Ramona Pogirnus-Buder,ramona1009@web.de,Persönlich,03573 6581800,,"Großenhainerstr. 7, 01968 Senftenberg",Senftenberg,Sachsen
Hauskrankenpflege M. Possehl GmbH,pflegedienst.possehl.hst@web.de,Sammelpostfach,03831 498659,https://www.pflegehilfe.org/hauskranken-m-possehl-gmbh-pflege-stralsund-50219,"Albert-Schweitzer-Str. 14, 18442 Wendorf",Wendorf,Mecklenburg-Vorpommern
HausKrankenpflege M. Wolf,,,02333 72255,,"Lärchenstr. 6, 58256 Ennepetal",Ennepetal,Nordrhein-Westfalen
Hauskrankenpflege Oettel GmbH,info@pflegedienst-oettel.de,Sammelpostfach,03821 811616,http://www.hauskrankenpflege-oettel.de,"Scheunenweg 7, 18311 Ribnitz-Damgarten",Ribnitz-Damgarten,Mecklenburg-Vorpommern
Hauskrankenpflege Petra Hubert Inhaberin Anja Lehmann,info@petra-hubert.de,Sammelpostfach,0355 874341,http://www.petra-hubert.de,"Sielower Chaussee 2, 03055 Cottbus",Cottbus,Brandenburg
Hauskrankenpflege Petra Kossian,PDL@krankenpflege-kossian.de,Persönlich,030 2790737,http://www.krankenpflege-kossian.de,"Deutschmeisterstr. 1, 10367 Berlin",Berlin,Berlin
"Hauskrankenpflege ""Pflege daheim""",info@pflegedaheimendschuetz.de,Sammelpostfach,036603 645441,,"Endschütz Nr. 10, 07570 Endschütz",Endschütz,Thüringen
Hauskrankenpflege Putlitz GmbH,hkp2014@t-online.de,Persönlich,033981 80331,,"Karl-Marx-Str. 10 b, 16949 Putlitz",Putlitz,Brandenburg
Hauskrankenpflege Ramona Fuhr GmbH,info@hauskrankenpflege-fuhr.de,Sammelpostfach,0361 7442890,,"Jenaer Straße 4, 99099 Erfurt",Erfurt,Thüringen
Hauskrankenpflege Regenbogen GmbH (Berlin),kontakt@hauskrankenpflege-regenbogen.de,Sammelpostfach,030 34706099,http://www.hauskrankenpflegeregenbogen.de,"Schloßstr. 65, 14059 Berlin",Berlin,Berlin
